order_id|customer_id|order_date|status|channel|shipping_fee
123||2025-07-03|Delivered|Mobile App|2.99
124|374|2026-02-21|Cancelled|Web|0.00
125|387|2026-02-17|Delivered|Mobile App|2.99
126|171|2026-09-06|Cancelled|Mobile App|4.99
127|105|2026-08-25|Delivered|Marketplace|4.99
128|264|2026-06-14|Delivered|Mobile App|4.99
129|400|2026-05-02|Delivered|Mobile App|9.99
130|181|2025-03-06|Delivered|Web|4.99
131|123|2026-04-07|Returned|Phone|4.99
132|215|2026-07-26|Delivered|Mobile App|14.99
133|110|2026-09-27|Processing|Web|2.99
134|99|2025-12-02|Delivered|Web|9.99
135|266|2026-04-26|Returned|Mobile App|0.00
136|19|2026-07-17|Cancelled|Web|6.99
137|105|2025-07-25|Delivered|Marketplace|4.99
138|242|2026-02-24|Delivered|Mobile App|9.99
139|265|2025-03-13|Delivered|Web|4.99
140|27|2025-10-31|Delivered|Mobile App|0.00
141|264|2026-09-01|Cancelled|Web|2.99
142|161|2025-03-27|Delivered|Web|0.00
143|299|2026-06-27|Delivered|Marketplace|4.99
144|223|2025-06-08|Delivered|Web|0.00
145|110|2025-08-11|Delivered|Web|6.99
146|366|2026-07-17|Delivered|Web|9.99
147|202|2025-02-07|Cancelled|Mobile App|0.00
148||2025-10-07|Delivered|Web|4.99
149|310|2026-04-12|Cancelled|Web|4.99
150|110|2026-06-23|Delivered|Web|6.99
151|370|2026-06-16|Cancelled|Web|2.99
152|321|2025-04-25|Delivered|Phone|9.99
153|361|2026-09-19|Delivered|Mobile App|6.99
154|264|2025-03-02|Cancelled|Marketplace|14.99
155|110|2025-03-08|Delivered|Web|4.99
156|110|2026-07-06|Delivered|Web|2.99
157||2025-12-26|Delivered|Marketplace|2.99
158|96|2025-02-27|Delivered|Web|2.99
159|333|2025-12-02|Delivered|Web|6.99
160|233|2026-08-09|Shipped|Web|9.99
161|395|2026-03-19|Cancelled|Mobile App|4.99
162|29|2025-09-08|Delivered|Mobile App|9.99
163|123|2025-07-13|Cancelled|Web|9.99
164||2026-06-07|Delivered|Mobile App|4.99
165|393|2026-06-04|Delivered|Web|4.99
166||2025-06-02|Delivered|Mobile App|2.99
167|398|2026-09-10|Processing|Web|4.99
168|80|2026-08-14|Delivered|Web|6.99
169|9|2025-05-09|Delivered|Mobile App|6.99
170|110|2025-11-05|Delivered|Web|4.99
171|288|2026-09-28|Shipped|Phone|4.99
172|70|2026-04-20|Cancelled|Web|2.99
173||2026-09-25|Shipped|Marketplace|6.99
174|347|2026-01-24|Delivered|Web|4.99
175|315|2025-09-05|Delivered|Web|6.99
176|110|2026-07-25|Delivered|Mobile App|6.99
177||2026-09-03|Delivered|Phone|2.99
178|257|2025-03-14|Shipped|Mobile App|4.99
179|103|2025-12-21|Returned|Web|6.99
180|156|2025-11-12|Delivered|Web|0.00
181|270|2026-03-28|Delivered|Marketplace|2.99
182|304|2025-12-25|Delivered|Web|9.99
183|105|2026-07-31|Cancelled|Web|0.00
184|395|2026-08-20|Delivered|Web|9.99
185|274|2025-12-09|Delivered|Marketplace|6.99
186|200|2026-04-17|Delivered|Web|2.99
187||2025-07-11|Delivered|Web|0.00
188|154|2026-05-26|Cancelled|Web|4.99
189|145|2025-11-21|Delivered|Web|4.99
190|307|2025-11-23|Delivered|Web|9.99
191|254|2025-06-25|Delivered|Phone|4.99
192|248|2026-01-22|Delivered|Mobile App|4.99
193|125|2025-06-30|Delivered|Mobile App|4.99
194|264|2025-05-21|Delivered|Web|6.99
195|295|2025-07-14|Shipped|Mobile App|6.99
196||2026-07-13|Delivered|Web|2.99
197|306|2025-10-08|Delivered|Marketplace|6.99
198|395|2026-07-09|Delivered|Web|4.99
199|264|2026-03-15|Delivered|Mobile App|2.99
200|387|2026-03-29|Delivered|Web|0.00
201|323|2026-05-16|Delivered|Mobile App|2.99
202|62|2025-10-04|Shipped|Web|6.99
203|344|2025-09-28|Delivered|Mobile App|0.00
204|156|2025-05-23|Cancelled|Mobile App|14.99
205|288|2026-01-03|Delivered|Marketplace|4.99
206||2025-10-09|Delivered|Mobile App|6.99
207|188|2025-10-18|Cancelled|Web|9.99
208|71|2025-03-04|Cancelled|Web|2.99
209|171|2026-09-23|Delivered|Phone|6.99
210|324|2026-05-17|Delivered|Mobile App|6.99
211|110|2025-10-16|Delivered|Marketplace|2.99
212|110|2025-09-27|Returned|Web|2.99
213|58|2026-06-27|Delivered|Web|4.99
214|377|2026-08-22|Delivered|Phone|0.00
215|32|2026-09-11|Delivered|Marketplace|2.99
216|171|2026-05-20|Delivered|Web|2.99
217|247|2026-02-18|Delivered|Mobile App|4.99
218|241|2026-01-03|Delivered|Phone|0.00
219||2026-07-16|Delivered|Mobile App|0.00
220|69|2025-07-12|Delivered|Mobile App|4.99
221|309|2026-05-26|Cancelled|Phone|0.00
222|123|2025-06-25|Delivered|Mobile App|2.99
223|63|2025-05-11|Returned|Web|14.99
224|15|2025-07-05|Delivered|Mobile App|4.99
225|232|2025-03-26|Delivered|Web|14.99
226|148|2025-05-31|Cancelled|Marketplace|14.99
227||2025-07-22|Shipped|Web|4.99
228|190|2026-06-07|Delivered|Mobile App|4.99
229|228|2025-03-14|Delivered|Mobile App|2.99
230|256|2026-01-03|Delivered|Mobile App|2.99
231|162|2025-05-20|Delivered|Mobile App|0.00
232|198|2026-03-14|Delivered|Mobile App|4.99
233|277|2025-07-24|Delivered|Mobile App|6.99
234|135|2025-10-08|Delivered|Mobile App|9.99
235|347|2026-08-29|Delivered|Web|2.99
236|76|2025-10-01|Delivered|Web|0.00
237|105|2026-04-10|Delivered|Web|4.99
238|304|2025-04-21|Delivered|Marketplace|4.99
239|264|2025-05-23|Delivered|Web|9.99
240|110|2025-12-13|Shipped|Web|6.99
241|200|2025-05-12|Cancelled|Phone|6.99
242|34|2026-03-13|Delivered|Web|0.00
243|242|2025-04-08|Delivered|Web|4.99
244|91|2025-08-04|Shipped|Web|4.99
245|188|2025-03-10|Shipped|Web|0.00
246|9|2025-08-27|Delivered|Web|4.99
247|336|2025-10-28|Shipped|Web|2.99
248|223|2026-02-12|Delivered|Mobile App|4.99
249|303|2025-07-19|Cancelled|Web|6.99
250|207|2025-09-21|Delivered|Mobile App|9.99
251|152|2025-12-15|Delivered|Web|0.00
252|309|2025-09-03|Delivered|Web|4.99
253|139|2025-12-08|Delivered|Web|2.99
254||2025-07-28|Delivered|Web|6.99
255|45|2026-05-29|Returned|Web|9.99
256|222|2026-08-26|Delivered|Web|2.99
257|171|2026-09-22|Delivered|Web|14.99
258|110|2025-12-20|Returned|Marketplace|6.99
259||2026-04-10|Delivered|Web|2.99
260|159|2026-01-17|Delivered|Marketplace|4.99
261|393|2025-10-06|Delivered|Web|6.99
262|171|2025-07-25|Delivered|Marketplace|0.00
263|171|2026-08-09|Delivered|Marketplace|4.99
264|171|2025-05-19|Delivered|Mobile App|4.99
265|111|2026-04-16|Delivered|Web|0.00
266|326|2026-03-11|Delivered|Mobile App|2.99
267|164|2025-09-12|Delivered|Mobile App|2.99
268|132|2025-09-17|Cancelled|Phone|2.99
269|167|2025-05-19|Delivered|Marketplace|4.99
270|212|2026-02-22|Delivered|Web|9.99
271|67|2025-02-12|Delivered|Web|9.99
272||2025-12-30|Shipped|Web|9.99
273|322|2026-08-13|Delivered|Web|0.00
274|344|2025-05-14|Returned|Mobile App|9.99
275|298|2025-03-26|Delivered|Web|2.99
276|256|2026-04-08|Delivered|Mobile App|2.99
277|110|2025-04-23|Delivered|Marketplace|0.00
278|185|2025-09-09|Shipped|Marketplace|9.99
279|114|2026-03-07|Delivered|Phone|2.99
280|212|2025-06-27|Delivered|Web|14.99
281|43|2026-04-11|Cancelled|Mobile App|4.99
282|309|2025-03-07|Delivered|Web|9.99
283|270|2026-03-23|Delivered|Mobile App|4.99
284||2025-06-25|Delivered|Mobile App|2.99
285|373|2025-06-22|Cancelled|Marketplace|4.99
286|12|2026-07-21|Delivered|Marketplace|2.99
287|215|2026-03-28|Delivered|Marketplace|0.00
288|380|2026-05-05|Delivered|Mobile App|2.99
289|257|2026-08-21|Delivered|Mobile App|2.99
290|175|2026-07-01|Delivered|Marketplace|4.99
291|110|2026-04-15|Delivered|Mobile App|6.99
292|141|2025-04-13|Delivered|Web|4.99
293|134|2025-11-25|Delivered|Web|14.99
294|387|2026-07-19|Delivered|Mobile App|2.99
295|110|2025-11-25|Cancelled|Web|9.99
296|199|2025-09-19|Returned|Mobile App|6.99
297|153|2026-09-21|Delivered|Mobile App|0.00
298||2025-06-01|Delivered|Web|0.00
299|366|2025-01-19|Delivered|Web|0.00
300|263|2026-09-26|Processing|Marketplace|2.99
301|354|2026-06-10|Delivered|Web|9.99
302|339|2026-08-07|Delivered|Web|6.99
303|110|2026-07-29|Delivered|Mobile App|6.99
304|146|2026-05-12|Cancelled|Phone|9.99
305|309|2026-06-18|Cancelled|Web|0.00
306|156|2025-01-21|Delivered|Web|2.99
307||2025-05-12|Delivered|Marketplace|0.00
308|389|2025-06-19|Delivered|Web|14.99
309|110|2026-02-23|Delivered|Marketplace|6.99
310|398|2025-06-01|Cancelled|Web|2.99
311|264|2026-02-23|Delivered|Web|14.99
312|361|2026-07-06|Delivered|Web|4.99
313|376|2025-02-09|Delivered|Mobile App|2.99
314|8|2025-10-12|Delivered|Mobile App|6.99
315|183|2026-04-07|Delivered|Marketplace|2.99
316|254|2025-04-10|Delivered|Marketplace|6.99
317|140|2025-12-12|Cancelled|Web|4.99
318|340|2025-07-06|Cancelled|Web|0.00
319|254|2025-01-31|Delivered|Marketplace|0.00
320|380|2025-09-25|Cancelled|Marketplace|2.99
321|18|2026-07-07|Cancelled|Mobile App|6.99
322|110|2025-09-30|Delivered|Mobile App|0.00
323|300|2026-09-22|Shipped|Web|2.99
324||2026-06-23|Delivered|Phone|14.99
325|171|2026-05-11|Delivered|Marketplace|0.00
326|137|2026-06-13|Cancelled|Web|0.00
327|110|2026-02-11|Returned|Web|2.99
328|280|2026-08-23|Delivered|Web|0.00
329|19|2025-08-28|Cancelled|Mobile App|4.99
330|309|2026-08-22|Delivered|Mobile App|9.99
331|173|2025-08-09|Delivered|Marketplace|6.99
332|380|2025-04-19|Delivered|Marketplace|4.99
333||2025-11-10|Cancelled|Mobile App|0.00
334|236|2026-04-26|Shipped|Mobile App|9.99
335|153|2026-09-07|Delivered|Phone|0.00
336|110|2025-07-07|Delivered|Mobile App|2.99
337|29|2026-09-14|Delivered|Marketplace|2.99
338|55|2026-03-12|Shipped|Web|4.99
339|157|2025-04-20|Shipped|Web|2.99
340|110|2026-01-06|Cancelled|Mobile App|4.99
341|309|2026-09-09|Cancelled|Mobile App|2.99
342|394|2025-11-14|Delivered|Web|9.99
343|153|2025-04-16|Delivered|Mobile App|6.99
344|49|2026-01-09|Cancelled|Web|0.00
345|390|2026-05-20|Delivered|Web|2.99
346|257|2025-04-09|Delivered|Web|9.99
347|109|2025-10-18|Shipped|Mobile App|0.00
348|75|2026-09-12|Shipped|Marketplace|4.99
349|203|2025-09-26|Returned|Mobile App|4.99
350|291|2025-11-04|Cancelled|Web|4.99
351|79|2026-05-05|Delivered|Web|0.00
352||2025-11-01|Delivered|Web|6.99
353|358|2026-09-06|Delivered|Web|4.99
354|309|2026-03-16|Returned|Web|2.99
355|45|2025-07-13|Delivered|Web|4.99
356|101|2026-01-27|Delivered|Web|6.99
357|143|2025-11-10|Returned|Web|6.99
358|242|2025-02-28|Cancelled|Web|6.99
359|76|2026-07-10|Delivered|Mobile App|0.00
360|1|2025-11-06|Returned|Marketplace|4.99
361|268|2026-09-24|Delivered|Mobile App|6.99
362|33|2025-06-05|Delivered|Web|0.00
363|110|2026-01-21|Returned|Mobile App|9.99
364|397|2026-07-05|Delivered|Mobile App|6.99
365||2026-03-13|Delivered|Web|4.99
366|194|2026-04-30|Delivered|Web|2.99
367|91|2026-07-18|Cancelled|Web|4.99
368|95|2025-10-15|Delivered|Mobile App|9.99
369|384|2026-09-12|Delivered|Web|2.99
370|366|2026-01-21|Delivered|Mobile App|0.00
371|347|2025-02-22|Cancelled|Web|2.99
372|9|2026-03-24|Delivered|Web|0.00
373|12|2025-09-30|Delivered|Web|6.99
374|67|2025-08-30|Cancelled|Web|2.99
375|91|2025-04-23|Delivered|Web|4.99
376||2026-08-21|Delivered|Marketplace|2.99
377|34|2025-02-16|Shipped|Web|6.99
378|171|2026-08-08|Shipped|Marketplace|9.99
379|352|2026-01-06|Delivered|Phone|0.00
380|110|2026-05-25|Delivered|Mobile App|4.99
381|68|2025-09-07|Cancelled|Marketplace|9.99
382|221|2025-01-18|Cancelled|Marketplace|6.99
383|309|2026-03-07|Delivered|Mobile App|14.99
384||2026-04-24|Delivered|Web|2.99
385|48|2025-09-05|Delivered|Mobile App|6.99
386|188|2025-08-10|Delivered|Web|6.99
387|324|2025-03-17|Cancelled|Web|2.99
388|282|2026-05-30|Shipped|Web|4.99
389|264|2026-05-27|Delivered|Web|4.99
390|321|2025-09-15|Delivered|Web|0.00
391|372|2026-02-01|Delivered|Marketplace|9.99
392|389|2025-12-28|Delivered|Mobile App|4.99
393|382|2026-01-05|Delivered|Web|6.99
394|118|2025-10-16|Delivered|Marketplace|4.99
395|68|2025-10-08|Delivered|Marketplace|2.99
396|131|2025-04-26|Delivered|Web|4.99
397|311|2026-03-25|Shipped|Marketplace|6.99
398|132|2025-01-29|Delivered|Marketplace|2.99
399|280|2026-06-22|Delivered|Web|9.99
400|222|2025-01-26|Cancelled|Web|2.99
401|72|2026-05-15|Delivered|Marketplace|6.99
402|114|2026-03-15|Delivered|Web|6.99
403|358|2026-09-12|Cancelled|Web|4.99
404|114|2025-03-13|Cancelled|Phone|6.99
405|110|2025-03-01|Delivered|Web|6.99
406|295|2025-10-15|Delivered|Web|4.99
407|63|2026-01-19|Delivered|Mobile App|2.99
408|264|2026-09-24|Delivered|Mobile App|0.00
409|159|2026-09-24|Shipped|Web|2.99
410|254|2026-06-02|Delivered|Web|14.99
411|11|2026-05-05|Delivered|Web|9.99
412|137|2025-03-24|Delivered|Mobile App|2.99
413|68|2026-07-06|Delivered|Mobile App|0.00
414||2026-03-30|Delivered|Web|2.99
415|354|2026-02-08|Delivered|Mobile App|4.99
416|321|2025-04-10|Delivered|Web|0.00
417|309|2026-02-28|Delivered|Mobile App|2.99
418|190|2025-09-29|Delivered|Mobile App|0.00
419|324|2026-01-29|Delivered|Web|6.99
420|288|2026-04-01|Delivered|Web|2.99
421|118|2026-04-24|Cancelled|Mobile App|6.99
422|238|2026-06-14|Shipped|Phone|6.99
423|379|2026-05-20|Delivered|Marketplace|6.99
424|285|2026-03-15|Delivered|Web|6.99
425|105|2026-02-27|Delivered|Phone|6.99
426|135|2025-03-16|Delivered|Mobile App|9.99
427|171|2026-02-07|Delivered|Mobile App|4.99
428|117|2025-10-04|Returned|Web|4.99
429|223|2025-12-09|Returned|Mobile App|9.99
430|203|2025-04-04|Delivered|Web|0.00
431|47|2026-04-22|Shipped|Web|4.99
432|6|2025-07-29|Delivered|Mobile App|2.99
433|190|2025-11-13|Delivered|Mobile App|6.99
434||2025-09-16|Delivered|Mobile App|6.99
435|88|2025-10-01|Shipped|Marketplace|2.99
436|13|2026-06-13|Delivered|Phone|2.99
437|331|2025-06-28|Delivered|Web|6.99
438|171|2025-04-20|Cancelled|Mobile App|14.99
439|114|2025-11-23|Delivered|Web|6.99
440|110|2026-03-17|Cancelled|Web|2.99
441|400|2026-08-19|Shipped|Mobile App|2.99
442|386|2025-03-27|Cancelled|Web|4.99
443|347|2026-05-18|Delivered|Web|2.99
444||2025-03-21|Delivered|Web|2.99
445||2026-02-21|Delivered|Mobile App|9.99
446|82|2026-09-15|Shipped|Web|4.99
447|159|2026-08-01|Delivered|Web|0.00
448|135|2025-12-12|Cancelled|Mobile App|0.00
449|267|2025-09-11|Cancelled|Mobile App|0.00
450|249|2026-06-02|Delivered|Marketplace|2.99
451|101|2026-01-11|Delivered|Mobile App|4.99
452|361|2025-04-01|Delivered|Mobile App|0.00
453|110|2025-04-12|Delivered|Web|14.99
454|22|2025-03-22|Delivered|Phone|2.99
455|330|2026-07-14|Delivered|Phone|9.99
456|4|2025-02-08|Delivered|Mobile App|0.00
457|117|2026-07-26|Delivered|Web|4.99
458|314|2025-10-27|Delivered|Mobile App|0.00
459|110|2026-08-10|Delivered|Phone|0.00
460||2026-07-26|Returned|Marketplace|2.99
461|186|2025-02-28|Delivered|Web|6.99
462|258|2025-09-12|Delivered|Phone|0.00
463|117|2026-09-02|Cancelled|Web|0.00
464|390|2025-12-17|Delivered|Phone|2.99
465|347|2025-10-12|Delivered|Web|0.00
466|83|2026-04-10|Delivered|Mobile App|6.99
467|302|2026-01-17|Delivered|Mobile App|14.99
468|152|2026-08-02|Delivered|Mobile App|6.99
469|198|2025-09-24|Delivered|Web|2.99
470|163|2026-09-03|Cancelled|Mobile App|2.99
471|24|2025-06-23|Delivered|Web|0.00
472|29|2025-05-19|Delivered|Web|0.00
473|62|2026-06-09|Cancelled|Web|0.00
474|79|2025-05-11|Delivered|Web|4.99
475|226|2026-06-18|Returned|Web|0.00
476|117|2026-02-02|Shipped|Web|4.99
477|117|2026-06-28|Returned|Web|6.99
478|110|2025-08-29|Delivered|Web|2.99
479|215|2026-06-09|Delivered|Marketplace|0.00
480|387|2025-05-26|Delivered|Marketplace|0.00
481|181|2025-09-06|Delivered|Web|6.99
482|110|2025-12-28|Delivered|Marketplace|2.99
483|271|2025-11-05|Delivered|Mobile App|4.99
484|393|2025-09-13|Delivered|Web|4.99
485|14|2025-04-11|Delivered|Phone|0.00
486|130|2025-03-02|Delivered|Web|9.99
487|339|2025-12-18|Cancelled|Mobile App|2.99
488|175|2026-03-12|Delivered|Web|6.99
489|117|2025-11-04|Delivered|Web|6.99
490|379|2025-05-11|Delivered|Web|9.99
491|49|2025-05-28|Cancelled|Web|2.99
492|134|2026-05-26|Delivered|Phone|6.99
493|299|2026-04-13|Delivered|Web|2.99
494|103|2025-10-08|Delivered|Web|9.99
495|117|2025-03-03|Delivered|Mobile App|2.99
496|326|2026-04-13|Returned|Web|4.99
497||2025-09-11|Shipped|Mobile App|4.99
498|66|2025-07-16|Delivered|Web|6.99
499|309|2026-09-20|Delivered|Web|4.99
500|68|2025-12-31|Cancelled|Marketplace|4.99
501|198|2026-03-12|Delivered|Web|0.00
502|199|2025-12-13|Delivered|Web|2.99
503|139|2026-07-10|Delivered|Web|6.99
504||2025-08-21|Delivered|Phone|4.99
505|59|2025-09-14|Delivered|Mobile App|6.99
506|273|2026-04-03|Delivered|Web|4.99
507|309|2025-03-10|Delivered|Mobile App|6.99
508|355|2026-09-28|Processing|Marketplace|0.00
509|12|2025-07-26|Delivered|Web|4.99
510|118|2025-07-10|Delivered|Web|4.99
511|277|2026-04-09|Delivered|Phone|2.99
512|110|2026-04-09|Delivered|Web|2.99
513|122|2025-07-01|Delivered|Mobile App|2.99
514||2026-09-08|Returned|Mobile App|9.99
515|17|2026-06-24|Delivered|Mobile App|4.99
516||2025-06-27|Delivered|Web|4.99
517||2026-06-03|Shipped|Marketplace|2.99
518|156|2025-03-06|Delivered|Web|6.99
519|290|2026-08-23|Delivered|Web|4.99
520|241|2026-04-23|Delivered|Web|0.00
521|309|2025-03-06|Delivered|Mobile App|6.99
522|110|2026-07-17|Delivered|Mobile App|4.99
523||2026-05-25|Cancelled|Web|4.99
524|105|2026-08-01|Cancelled|Web|2.99
525|88|2025-12-04|Shipped|Mobile App|4.99
526|352|2025-04-10|Delivered|Mobile App|0.00
527|46|2026-03-17|Delivered|Mobile App|6.99
528|118|2025-09-10|Delivered|Web|14.99
529|393|2025-08-25|Returned|Mobile App|4.99
530|302|2026-03-05|Delivered|Web|9.99
531||2025-05-12|Delivered|Marketplace|4.99
532|148|2025-02-16|Delivered|Mobile App|2.99
533|71|2026-02-04|Delivered|Marketplace|2.99
534|23|2025-02-27|Delivered|Mobile App|6.99
535|117|2025-02-11|Delivered|Phone|4.99
536|110|2026-05-13|Delivered|Mobile App|2.99
537|309|2025-05-26|Delivered|Web|2.99
538|310|2026-09-29|Processing|Web|9.99
539|382|2026-05-23|Delivered|Web|0.00
540|205|2026-06-16|Delivered|Web|4.99
541|144|2026-05-16|Delivered|Web|9.99
542|198|2025-12-12|Delivered|Web|0.00
543|193|2025-11-19|Cancelled|Phone|6.99
544|264|2025-07-31|Delivered|Web|4.99
545|110|2025-05-01|Delivered|Marketplace|2.99
546|57|2025-11-15|Cancelled|Mobile App|6.99
547|309|2026-08-31|Delivered|Mobile App|4.99
548|181|2026-08-05|Delivered|Mobile App|6.99
549|183|2026-07-31|Delivered|Mobile App|14.99
550|95|2026-03-13|Delivered|Mobile App|6.99
551|105|2025-04-18|Cancelled|Phone|4.99
552|166|2026-08-25|Cancelled|Web|2.99
553|345|2025-12-26|Delivered|Web|4.99
554|309|2025-02-10|Delivered|Web|4.99
555|95|2026-05-30|Delivered|Web|4.99
556|110|2025-09-14|Delivered|Web|2.99
557|276|2026-01-15|Delivered|Mobile App|6.99
558|230|2026-01-24|Cancelled|Mobile App|6.99
559|277|2026-02-28|Delivered|Phone|2.99
560|17|2025-02-02|Delivered|Web|0.00
561|166|2025-02-12|Cancelled|Mobile App|2.99
562|299|2026-01-20|Delivered|Web|4.99
563|98|2026-02-02|Cancelled|Web|4.99
564|226|2025-07-04|Delivered|Mobile App|2.99
565|145|2025-05-20|Shipped|Web|4.99
566|81|2025-11-20|Delivered|Phone|2.99
567|110|2026-08-20|Delivered|Web|4.99
568|366|2026-06-10|Delivered|Web|4.99
569||2026-02-07|Delivered|Mobile App|9.99
570|326|2026-05-26|Delivered|Mobile App|2.99
571|171|2026-09-22|Shipped|Web|6.99
572|302|2025-06-06|Delivered|Marketplace|4.99
573||2025-02-11|Shipped|Marketplace|0.00
