order_id|line_no|product_id|qty|unit_price|discount_pct
43|2|40|1|310.10|0
44|1|76|2|183.27|0
44|2|42|1|49.22|25
44|3|38|2|1260.44|0
44|4|30|5|38.30|0
44|5|63|3|133.48|25
44|6|58|1|720.71|0
45|1|78|2|47.16|0
45|2|73|1|194.25|0
45|3|3|2|148.69|0
46|1|14|2|152.46|20
46|2|54|2|657.90|0
46|3|26|3|51.04|5
46|4|65|4|173.95|0
46|5|22|2|35.30|0
47|1|60|1|108.60|0
47|2|33|2|916.67|0
47|3|12|1|137.61|0
48|1|22|1|33.53|5
48|2|33|5|916.67|0
48|3|10|3|54.08|0
48|4|65|1|173.95|0
49|1|25|1|56.61|0
49|2|53|2|510.51|0
49|3|63|4|142.38|20
50|1|43|1|351.04|10
50|2|79|2|111.71|0
51|1|80|2|112.72|0
51|2|40|4|310.10|0
51|3|24|3|22.81|0
51|4|67|3|63.85|0
51|5|11|2|268.79|0
52|1|39|4|153.15|15
52|2|29|2|11.38|0
52|3|49|1|336.41|15
52|4|64|3|122.05|5
52|5|69|4|203.22|0
52|6|37|5|290.89|0
52|7|9|1|41.66|0
53|1|37|1|290.89|0
53|2|33|4|779.17|15
54|1|49|1|395.78|0
55|1|19|1|379.68|0
56|1|13|1|289.46|20
57|1|43|1|390.04|0
57|2|77|1|62.44|0
57|3|7|1|75.28|5
58|1|47|1|496.81|0
58|2|20|4|45.32|0
58|3|3|4|148.69|0
58|4|14|1|181.04|5
59|1|39|1|180.18|0
60|1|8|1|52.69|0
60|2|38|2|1197.42|5
60|3|25|6|56.61|0
60|4|44|2|73.28|0
61|1|34|4|1042.04|0
62|1|38|2|1260.44|0
62|2|34|1|885.73|15
62|3|59|2|627.12|0
62|4|63|3|177.97|0
62|5|23|1|13.35|15
62|6|56|1|842.57|0
63|1|17|2|288.88|5
63|2|21|2|30.65|25
63|3|65|1|173.95|0
63|4|48|1|253.47|15
63|5|24|2|22.81|0
63|6|28|1|42.72|5
63|7|23|4|15.70|0
64|1|67|2|63.85|0
64|2|69|2|193.06|5
64|3|71|1|186.94|15
65|1|76|1|137.45|25
65|2|19|1|379.68|0
66|1|4|1|39.44|0
66|2|69|1|203.22|0
66|3|54|3|657.90|0
67|1|12|4|123.85|10
67|2|14|1|190.57|0
67|3|28|2|44.97|0
67|4|1|2|27.42|0
68|1|76|2|183.27|0
68|2|73|5|194.25|0
69|1|4|1|39.44|0
69|2|10|4|54.08|0
69|3|67|4|54.27|15
70|1|34|2|1042.04|0
70|2|51|2|479.47|0
70|3|5|1|78.05|5
70|4|49|2|395.78|0
70|5|67|2|63.85|0
70|6|74|2|157.11|0
71|1|42|3|52.50|20
71|2|57|1|602.55|15
72|1|48|1|298.20|0
73|1|25|1|56.61|0
73|2|71|6|197.94|10
74|1|4|2|39.44|0
74|2|43|1|390.04|0
74|3|32|1|886.69|0
75|1|47|4|471.97|5
75|2|29|2|11.38|0
75|3|21|1|40.87|0
75|4|4|2|39.44|0
76|1|61|1|366.77|0
76|2|26|1|53.73|0
76|3|1|3|27.42|0
77|1|77|6|56.20|10
77|2|2|4|120.91|0
77|3|44|3|73.28|0
78|1|58|4|720.71|0
78|2|16|4|277.54|0
78|3|50|2|466.35|10
78|4|42|6|65.62|0
79|1|49|3|395.78|0
80|1|52|1|118.36|5
81|1|73|1|194.25|0
81|2|43|2|351.04|10
82|1|4|1|39.44|0
82|2|18|1|193.58|0
83|1|43|1|390.04|0
83|2|75|1|156.27|10
83|3|53|1|510.51|0
83|4|11|6|228.47|15
84|1|25|1|56.61|0
84|2|19|1|379.68|0
85|1|2|1|120.91|0
86|1|52|2|105.90|15
86|2|9|3|41.66|0
86|3|47|2|496.81|0
86|4|8|2|52.69|0
87|1|13|3|307.56|15
87|2|76|1|183.27|0
88|1|16|1|249.79|10
88|2|24|1|22.81|0
89|1|1|1|27.42|0
90|1|25|3|42.46|25
90|2|55|4|66.78|0
90|3|52|2|124.59|0
90|4|22|1|35.30|0
90|5|44|3|65.95|10
91|1|23|2|15.70|0
91|2|41|1|315.72|0
91|3|55|1|56.76|15
91|4|59|4|627.12|0
91|5|5|1|82.16|0
92|1|38|2|1134.40|10
92|2|80|1|112.72|0
93|1|41|5|315.72|0
93|2|46|3|264.10|0
94|1|59|5|595.76|5
94|2|8|1|52.69|0
94|3|43|2|390.04|0
95|1|52|6|124.59|0
95|2|28|2|42.72|5
95|3|56|1|631.93|25
95|4|64|2|102.78|20
96|1|58|2|576.57|20
96|2|36|1|600.54|0
96|3|23|1|15.70|0
96|4|12|2|137.61|0
96|5|28|1|44.97|0
97|1|23|1|15.70|0
98|1|27|1|26.97|0
99|1|65|3|173.95|0
99|2|12|3|137.61|0
99|3|5|1|73.94|10
100|1|52|2|124.59|0
100|2|65|4|165.25|5
100|3|4|3|39.44|0
100|4|20|1|45.32|0
101|1|80|2|112.72|0
101|2|34|1|1042.04|0
102|1|5|2|73.94|10
102|2|15|1|77.82|0
102|3|19|1|379.68|0
103|1|23|4|15.70|0
103|2|64|4|128.47|0
104|1|40|1|310.10|0
104|2|23|1|13.35|15
104|3|64|4|109.20|15
104|4|16|1|277.54|0
104|5|25|1|56.61|0
104|6|65|1|173.95|0
105|1|8|3|52.69|0
106|1|11|1|268.79|0
106|2|44|2|73.28|0
106|3|56|2|758.31|10
107|1|10|3|45.97|15
107|2|77|1|53.07|15
107|3|32|1|886.69|0
107|4|5|1|73.94|10
108|1|27|2|26.97|0
109|1|5|1|78.05|5
109|2|78|1|47.16|0
109|3|10|1|54.08|0
109|4|70|2|344.82|5
109|5|74|2|157.11|0
110|1|23|2|14.91|5
111|1|38|2|1260.44|0
111|2|20|2|38.52|15
112|1|18|1|183.90|5
112|2|65|3|165.25|5
112|3|63|1|177.97|0
112|4|26|2|53.73|0
113|1|8|4|52.69|0
113|2|9|4|41.66|0
113|3|10|3|54.08|0
114|1|69|1|203.22|0
114|2|37|3|290.89|0
114|3|80|2|112.72|0
115|1|7|1|79.24|0
116|1|27|2|24.27|10
116|2|58|2|648.64|10
116|3|56|3|842.57|0
116|4|76|1|183.27|0
117|1|20|1|45.32|0
117|2|6|1|54.40|0
118|1|56|2|716.18|15
118|2|37|3|232.71|20
119|1|28|1|42.72|5
120|1|60|4|108.60|0
120|2|31|1|486.91|15
120|3|50|1|492.26|5
120|4|78|2|47.16|0
121|1|57|1|708.88|0
121|2|15|3|77.82|0
122|1|52|4|124.59|0
122|2|33|2|916.67|0
122|3|72|1|54.44|5
122|4|46|1|264.10|0
123|1|57|3|637.99|10
123|2|74|2|157.11|0
123|3|53|4|433.93|15
123|4|49|1|395.78|0
123|5|56|1|842.57|0
123|6|24|1|22.81|0
124|1|14|4|190.57|0
124|2|11|1|255.35|5
124|3|55|1|66.78|0
124|4|16|1|277.54|0
125|1|17|1|304.08|0
125|2|61|3|366.77|0
125|3|2|4|114.86|5
126|1|9|1|41.66|0
126|2|44|2|73.28|0
127|1|64|2|128.47|0
128|1|43|3|351.04|10
128|2|12|3|137.61|0
128|3|50|4|492.26|5
128|4|14|3|190.57|0
128|5|77|1|62.44|0
128|6|59|2|627.12|0
129|1|35|1|493.52|0
129|2|77|1|62.44|0
130|1|31|1|572.84|0
130|2|18|3|174.22|10
130|3|36|5|600.54|0
130|4|43|1|390.04|0
131|1|80|1|112.72|0
131|2|70|1|362.97|0
131|3|10|1|45.97|15
132|1|36|1|600.54|0
132|2|46|2|264.10|0
133|1|1|6|27.42|0
133|2|33|1|916.67|0
133|3|39|3|171.17|5
133|4|9|1|41.66|0
133|5|75|4|173.63|0
134|1|80|1|107.08|5
134|2|1|1|23.31|15
134|3|17|3|304.08|0
134|4|74|1|157.11|0
135|1|64|1|128.47|0
135|2|38|5|1071.37|15
135|3|18|2|183.90|5
135|4|12|2|110.09|20
135|5|40|1|294.60|5
136|1|32|1|886.69|0
137|1|56|3|631.93|25
138|1|56|1|842.57|0
138|2|64|1|128.47|0
138|3|76|2|183.27|0
138|4|29|1|11.38|0
139|1|75|1|173.63|0
140|1|6|1|46.24|15
140|2|40|5|310.10|0
140|3|18|2|193.58|0
141|1|77|4|62.44|0
141|2|54|3|657.90|0
141|3|7|1|79.24|0
141|4|48|2|298.20|0
142|1|30|2|38.30|0
143|1|29|1|11.38|0
143|2|27|3|24.27|10
143|3|15|4|77.82|0
143|4|14|2|190.57|0
143|5|59|2|627.12|0
144|1|38|1|1260.44|0
144|2|65|3|165.25|5
144|3|76|1|183.27|0
145|1|17|1|304.08|0
145|2|16|1|277.54|0
145|3|65|1|173.95|0
146|1|18|1|164.54|15
146|2|12|2|137.61|0
147|1|38|1|1260.44|0
147|2|16|1|277.54|0
147|3|44|2|58.62|20
147|4|80|1|95.81|15
148|1|9|2|37.49|10
148|2|48|2|298.20|0
148|3|23|1|15.70|0
149|1|23|5|15.70|0
149|2|20|1|45.32|0
149|3|9|1|41.66|0
149|4|68|2|196.96|0
149|5|7|1|79.24|0
149|6|62|2|381.51|0
149|7|32|3|886.69|0
150|1|38|5|1260.44|0
150|2|56|1|716.18|15
151|1|58|2|720.71|0
152|1|62|1|286.13|25
152|2|72|2|57.31|0
153|1|12|1|116.97|15
153|2|21|1|40.87|0
153|3|46|1|250.90|5
154|1|48|1|298.20|0
155|1|15|1|77.82|0
155|2|70|4|290.38|20
155|3|18|1|193.58|0
156|1|12|1|130.73|5
157|1|72|6|57.31|0
157|2|17|1|304.08|0
157|3|24|1|22.81|0
158|1|59|1|595.76|5
158|2|7|1|75.28|5
158|3|56|6|842.57|0
158|4|77|3|53.07|15
159|1|44|1|73.28|0
159|2|24|3|22.81|0
160|1|42|4|65.62|0
161|1|18|1|154.86|20
161|2|56|2|842.57|0
161|3|60|2|108.60|0
161|4|63|5|169.07|5
161|5|23|3|15.70|0
162|1|50|2|518.17|0
162|2|80|5|112.72|0
162|3|21|1|40.87|0
163|1|71|3|219.93|0
163|2|23|1|15.70|0
163|3|66|1|132.54|10
163|4|25|1|56.61|0
164|1|36|4|600.54|0
165|1|18|1|183.90|5
165|2|44|2|58.62|20
165|3|17|1|304.08|0
165|4|69|3|203.22|0
165|5|28|3|44.97|0
165|6|20|1|45.32|0
166|1|50|4|518.17|0
166|2|10|2|43.26|20
166|3|39|1|180.18|0
167|1|28|6|35.98|20
168|1|61|2|366.77|0
168|2|31|2|572.84|0
168|3|5|1|61.62|25
168|4|42|1|52.50|20
168|5|39|4|180.18|0
169|1|56|1|842.57|0
169|2|60|4|108.60|0
169|3|52|1|118.36|5
169|4|67|3|63.85|0
169|5|40|4|294.60|5
170|1|5|3|82.16|0
170|2|62|3|381.51|0
170|3|60|2|81.45|25
170|4|40|1|310.10|0
171|1|60|1|97.74|10
171|2|32|1|798.02|10
171|3|47|1|496.81|0
172|1|26|3|53.73|0
173|1|6|1|54.40|0
173|2|47|1|496.81|0
173|3|11|3|241.91|10
174|1|23|1|14.13|10
174|2|80|1|112.72|0
175|1|2|2|120.91|0
176|1|77|1|53.07|15
176|2|40|4|232.57|25
176|3|34|1|1042.04|0
177|1|20|1|45.32|0
177|2|27|2|21.58|20
177|3|15|4|77.82|0
178|1|75|4|164.95|5
178|2|8|1|39.52|25
179|1|49|1|395.78|0
180|1|7|3|79.24|0
180|2|54|1|657.90|0
181|1|79|5|111.71|0
181|2|76|1|164.94|10
181|3|46|2|237.69|10
181|4|36|1|600.54|0
181|5|63|1|177.97|0
181|6|14|1|190.57|0
182|1|56|4|842.57|0
182|2|63|5|169.07|5
183|1|75|3|156.27|10
183|2|9|2|39.58|5
184|1|54|2|657.90|0
185|1|4|2|39.44|0
185|2|13|1|361.83|0
186|1|12|4|137.61|0
186|2|77|4|62.44|0
186|3|68|2|187.11|5
187|1|25|1|56.61|0
187|2|13|2|361.83|0
187|3|47|5|496.81|0
187|4|74|2|141.40|10
187|5|75|2|164.95|5
187|6|16|2|277.54|0
187|7|6|1|54.40|0
187|8|24|3|22.81|0
188|1|66|2|147.27|0
188|2|43|1|390.04|0
188|3|45|4|83.72|0
188|4|61|1|366.77|0
188|5|9|2|41.66|0
189|1|52|1|124.59|0
189|2|8|1|52.69|0
190|1|54|1|625.00|5
190|2|50|1|440.44|15
191|1|69|1|203.22|0
191|2|3|5|148.69|0
192|1|79|1|111.71|0
192|2|45|3|83.72|0
192|3|32|1|798.02|10
192|4|76|2|183.27|0
192|5|42|3|65.62|0
193|1|36|1|600.54|0
193|2|20|2|45.32|0
193|3|8|5|52.69|0
194|1|78|1|47.16|0
195|1|49|2|395.78|0
195|2|21|2|40.87|0
196|1|2|2|120.91|0
196|2|13|3|361.83|0
197|1|56|5|842.57|0
198|1|32|1|886.69|0
198|2|80|1|112.72|0
198|3|25|2|56.61|0
198|4|74|1|125.69|20
199|1|2|1|120.91|0
200|1|79|1|94.95|15
200|2|63|1|177.97|0
200|3|27|2|26.97|0
201|1|15|3|77.82|0
201|2|42|2|65.62|0
201|3|72|2|54.44|5
201|4|11|1|255.35|5
202|1|45|1|71.16|15
202|2|47|1|496.81|0
202|3|8|1|52.69|0
203|1|45|2|83.72|0
203|2|3|4|148.69|0
203|3|52|2|124.59|0
204|1|20|2|43.05|5
204|2|17|3|258.47|15
204|3|41|1|315.72|0
204|4|7|3|79.24|0
204|5|76|1|183.27|0
205|1|8|1|52.69|0
205|2|77|6|62.44|0
205|3|69|2|193.06|5
206|1|77|3|62.44|0
207|1|12|3|137.61|0
207|2|79|3|111.71|0
207|3|43|2|312.03|20
208|1|66|1|147.27|0
208|2|55|5|66.78|0
209|1|76|1|164.94|10
210|1|77|4|56.20|10
210|2|44|4|73.28|0
210|3|7|1|79.24|0
211|1|75|4|173.63|0
211|2|25|1|53.78|5
211|3|1|2|23.31|15
212|1|55|1|56.76|15
212|2|26|5|53.73|0
212|3|31|3|515.56|10
213|1|8|1|47.42|10
214|1|2|1|120.91|0
214|2|33|2|916.67|0
215|1|63|1|177.97|0
215|2|6|2|54.40|0
215|3|37|5|290.89|0
215|4|44|2|69.62|5
216|1|60|3|108.60|0
217|1|4|1|39.44|0
217|2|44|1|73.28|0
217|3|42|1|65.62|0
218|1|4|6|39.44|0
218|2|73|5|194.25|0
218|3|77|3|62.44|0
219|1|63|1|133.48|25
219|2|34|1|1042.04|0
219|3|68|3|196.96|0
219|4|17|2|304.08|0
219|5|5|2|82.16|0
220|1|1|3|27.42|0
220|2|80|4|95.81|15
220|3|4|1|39.44|0
220|4|55|3|66.78|0
221|1|66|1|147.27|0
221|2|31|3|572.84|0
222|1|54|1|559.22|15
222|2|27|1|26.97|0
223|1|42|3|65.62|0
223|2|27|2|26.97|0
223|3|51|3|455.50|5
223|4|64|5|122.05|5
223|5|48|5|283.29|5
223|6|25|6|56.61|0
224|1|16|1|277.54|0
224|2|65|1|173.95|0
224|3|52|2|99.67|20
225|1|77|2|62.44|0
226|1|54|1|657.90|0
226|2|40|3|310.10|0
226|3|8|5|52.69|0
226|4|25|2|56.61|0
227|1|33|2|916.67|0
227|2|55|2|66.78|0
228|1|44|3|73.28|0
228|2|61|2|366.77|0
229|1|6|1|54.40|0
229|2|29|1|11.38|0
229|3|20|2|45.32|0
230|1|78|1|47.16|0
230|2|58|1|648.64|10
230|3|24|1|22.81|0
231|1|53|1|510.51|0
232|1|21|1|40.87|0
232|2|59|5|501.70|20
232|3|19|1|322.73|15
233|1|65|1|173.95|0
233|2|39|4|171.17|5
233|3|18|1|193.58|0
233|4|68|4|196.96|0
234|1|5|1|82.16|0
234|2|51|3|479.47|0
234|3|2|1|120.91|0
235|1|76|1|183.27|0
235|2|4|1|39.44|0
235|3|10|3|51.38|5
235|4|73|1|165.11|15
235|5|56|2|842.57|0
235|6|12|2|123.85|10
235|7|29|2|10.81|5
235|8|68|2|196.96|0
236|1|3|2|148.69|0
236|2|48|2|268.38|10
236|3|67|1|63.85|0
237|1|14|5|190.57|0
238|1|62|1|381.51|0
239|1|16|2|235.91|15
239|2|51|2|455.50|5
240|1|15|2|58.36|25
240|2|69|1|203.22|0
241|1|65|1|173.95|0
241|2|52|6|118.36|5
241|3|16|2|277.54|0
241|4|7|1|79.24|0
241|5|21|5|40.87|0
241|6|70|3|326.67|10
241|7|67|4|63.85|0
241|8|1|3|27.42|0
242|1|57|1|673.44|5
243|1|59|3|595.76|5
243|2|69|2|203.22|0
243|3|6|1|54.40|0
244|1|37|1|232.71|20
244|2|12|1|137.61|0
245|1|44|1|73.28|0
245|2|48|1|298.20|0
245|3|19|5|379.68|0
246|1|73|3|194.25|0
247|1|58|6|720.71|0
247|2|30|1|38.30|0
247|3|74|1|125.69|20
247|4|76|2|174.11|5
247|5|8|1|50.06|5
247|6|35|1|493.52|0
247|7|62|1|381.51|0
247|8|7|1|79.24|0
248|1|57|1|708.88|0
248|2|69|4|203.22|0
248|3|79|1|111.71|0
249|1|17|1|304.08|0
250|1|31|1|572.84|0
251|1|47|3|496.81|0
251|2|10|1|54.08|0
251|3|63|3|169.07|5
252|1|76|1|174.11|5
252|2|2|2|96.73|20
252|3|51|2|479.47|0
252|4|27|1|26.97|0
252|5|30|2|38.30|0
253|1|54|3|657.90|0
254|1|45|1|83.72|0
255|1|73|1|145.69|25
255|2|49|1|336.41|15
255|3|7|4|63.39|20
255|4|16|1|277.54|0
256|1|77|1|56.20|10
257|1|74|1|125.69|20
257|2|65|3|173.95|0
257|3|21|1|40.87|0
258|1|18|3|145.19|25
259|1|24|5|22.81|0
260|1|40|1|310.10|0
260|2|27|3|25.62|5
260|3|10|2|54.08|0
260|4|5|2|73.94|10
260|5|12|1|116.97|15
261|1|12|1|137.61|0
262|1|30|2|38.30|0
263|1|69|1|203.22|0
264|1|7|2|79.24|0
265|1|18|1|193.58|0
265|2|64|2|115.62|10
265|3|58|1|720.71|0
265|4|17|2|304.08|0
265|5|80|1|112.72|0
266|1|32|2|886.69|0
267|1|17|1|288.88|5
267|2|11|1|268.79|0
268|1|75|3|173.63|0
268|2|40|1|310.10|0
268|3|62|1|362.43|5
269|1|1|3|27.42|0
269|2|2|1|120.91|0
270|1|39|3|180.18|0
270|2|13|2|361.83|0
271|1|45|5|83.72|0
272|1|67|1|47.89|25
272|2|76|1|174.11|5
272|3|73|3|194.25|0
272|4|11|6|255.35|5
272|5|51|1|431.52|10
273|1|30|2|32.55|15
273|2|36|1|600.54|0
273|3|49|2|336.41|15
273|4|42|2|65.62|0
273|5|21|1|40.87|0
274|1|12|6|137.61|0
274|2|31|2|544.20|5
275|1|15|3|77.82|0
275|2|14|1|190.57|0
275|3|29|5|9.67|15
276|1|3|5|148.69|0
276|2|27|2|26.97|0
276|3|42|2|55.78|15
277|1|21|1|36.78|10
278|1|1|1|26.05|5
278|2|28|1|42.72|5
278|3|53|4|433.93|15
278|4|32|2|886.69|0
278|5|61|4|366.77|0
279|1|31|4|544.20|5
279|2|20|2|45.32|0
279|3|64|1|128.47|0
279|4|51|3|479.47|0
280|1|30|3|32.55|15
281|1|18|1|183.90|5
281|2|41|3|315.72|0
281|3|40|5|310.10|0
282|1|48|2|298.20|0
282|2|19|1|379.68|0
283|1|43|1|390.04|0
284|1|29|1|11.38|0
284|2|47|1|447.13|10
285|1|68|5|196.96|0
286|1|68|1|196.96|0
286|2|33|1|916.67|0
287|1|58|1|720.71|0
287|2|14|3|190.57|0
287|3|51|2|479.47|0
287|4|66|1|147.27|0
288|1|36|1|540.49|10
288|2|63|1|177.97|0
288|3|54|1|657.90|0
288|4|11|5|268.79|0
288|5|56|6|631.93|25
288|6|29|3|11.38|0
288|7|69|1|203.22|0
288|8|7|3|79.24|0
289|1|7|1|79.24|0
289|2|38|2|1008.35|20
289|3|4|1|39.44|0
289|4|19|2|379.68|0
289|5|31|5|515.56|10
290|1|59|1|533.05|15
290|2|12|2|116.97|15
291|1|34|4|1042.04|0
291|2|13|1|361.83|0
291|3|44|1|58.62|20
291|4|77|2|59.32|5
291|5|4|2|35.50|10
291|6|62|2|381.51|0
292|1|37|2|290.89|0
293|1|76|1|174.11|5
294|1|67|2|63.85|0
294|2|21|3|40.87|0
294|3|6|1|54.40|0
294|4|71|2|219.93|0
294|5|18|6|183.90|5
294|6|29|2|11.38|0
294|7|36|6|600.54|0
295|1|56|1|800.44|5
295|2|7|3|79.24|0
296|1|25|3|56.61|0
296|2|70|5|308.52|15
297|1|68|1|187.11|5
297|2|25|4|56.61|0
297|3|49|1|356.20|10
297|4|53|2|459.46|10
298|1|36|1|600.54|0
298|2|42|3|59.06|10
298|3|52|3|124.59|0
298|4|55|1|66.78|0
298|5|51|2|479.47|0
299|1|47|1|397.45|20
299|2|57|4|708.88|0
299|3|1|3|23.31|15
299|4|64|1|109.20|15
300|1|27|3|26.97|0
301|1|5|1|82.16|0
301|2|4|2|37.47|5
301|3|10|3|54.08|0
302|1|33|2|870.84|5
302|2|43|3|370.54|5
302|3|14|2|190.57|0
302|4|35|2|493.52|0
303|1|63|4|177.97|0
303|2|3|2|148.69|0
303|3|49|2|356.20|10
303|4|47|6|372.61|25
303|5|46|1|264.10|0
303|6|69|4|203.22|0
303|7|24|1|22.81|0
304|1|55|2|66.78|0
305|1|10|1|54.08|0
306|1|18|3|193.58|0
306|2|67|1|60.66|5
306|3|17|1|288.88|5
307|1|19|3|379.68|0
307|2|77|2|62.44|0
307|3|17|3|304.08|0
307|4|56|1|842.57|0
307|5|27|4|26.97|0
308|1|54|1|657.90|0
308|2|28|1|44.97|0
308|3|39|3|180.18|0
309|1|26|2|48.36|10
309|2|27|1|26.97|0
309|3|24|2|22.81|0
309|4|37|2|232.71|20
309|5|38|1|1260.44|0
309|6|60|3|103.17|5
309|7|61|4|366.77|0
310|1|47|1|496.81|0
310|2|38|2|1197.42|5
311|1|58|2|684.67|5
312|1|36|3|600.54|0
312|2|9|4|35.41|15
313|1|53|3|484.98|5
313|2|78|3|47.16|0
314|1|63|3|177.97|0
314|2|66|1|147.27|0
314|3|27|2|26.97|0
315|1|3|1|118.95|20
315|2|32|2|886.69|0
316|1|26|1|53.73|0
316|2|31|1|572.84|0
317|1|22|3|35.30|0
317|2|37|4|290.89|0
317|3|24|1|22.81|0
317|4|43|3|390.04|0
317|5|5|1|82.16|0
318|1|30|3|34.47|10
318|2|24|2|20.53|10
318|3|75|2|156.27|10
319|1|53|1|510.51|0
319|2|27|1|26.97|0
320|1|4|2|39.44|0
320|2|78|2|47.16|0
321|1|39|2|180.18|0
322|1|44|3|69.62|5
323|1|28|5|42.72|5
323|2|10|3|51.38|5
324|1|34|1|1042.04|0
325|1|43|1|331.53|15
325|2|77|5|62.44|0
325|3|40|1|310.10|0
326|1|28|4|44.97|0
326|2|35|1|493.52|0
327|1|18|3|193.58|0
327|2|38|1|1071.37|15
328|1|51|6|479.47|0
328|2|56|3|842.57|0
328|3|75|2|173.63|0
329|1|35|1|493.52|0
329|2|3|2|148.69|0
329|3|10|1|54.08|0
329|4|51|2|455.50|5
330|1|68|4|196.96|0
330|2|18|4|193.58|0
331|1|31|4|572.84|0
331|2|44|2|73.28|0
331|3|11|1|268.79|0
332|1|15|1|77.82|0
332|2|28|2|44.97|0
332|3|60|3|86.88|20
333|1|23|1|15.70|0
333|2|40|1|294.60|5
334|1|12|1|123.85|10
334|2|68|6|196.96|0
335|1|23|1|13.35|15
336|1|34|4|1042.04|0
337|1|46|1|198.07|25
337|2|62|1|381.51|0
338|1|44|1|73.28|0
338|2|24|1|22.81|0
338|3|26|1|53.73|0
338|4|61|2|366.77|0
338|5|48|4|298.20|0
339|1|47|1|422.29|15
339|2|42|1|62.34|5
339|3|27|2|20.23|25
340|1|47|5|496.81|0
340|2|68|4|196.96|0
340|3|28|1|44.97|0
341|1|62|2|381.51|0
341|2|77|1|62.44|0
342|1|8|1|52.69|0
342|2|54|2|493.43|25
342|3|26|2|53.73|0
343|1|70|3|326.67|10
343|2|66|1|147.27|0
343|3|19|1|379.68|0
344|1|14|3|171.51|10
344|2|20|4|45.32|0
345|1|14|2|190.57|0
345|2|2|4|120.91|0
345|3|26|1|53.73|0
